"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Bhutan","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bhutan","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Total renewable energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.62,1.67,1.69,1.60,1.29,1.07,1.55,1.57,1.06,1.07
"Brunei Darsm","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.62,1.67,1.69,1.60,1.29,1.07,1.55,1.57,1.06,1.07
"Brunei Darsm","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.62,1.67,1.69,1.60,1.29,1.07,1.55,1.57,1.06,1.07
"Brunei Darsm","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brunei Darsm","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Total renewable energy",40.14,30.27,29.56,40.99,28.94,44.45,53.29,57.22,53.57,57.31,41.04,69.38,537.46,1033.54,1884.51,2224.73,2647.42,2815.25,4856.77,4250.14,4255.41
"Cambodia","Hydropower",40.00,30.00,29.15,40.51,28.42,43.54,50.61,49.71,46.28,47.43,31.73,51.52,517.37,1015.54,1851.60,2159.64,2567.96,2711.14,4737.01,4025.34,3860.03
"Cambodia","Renewable hydropower",40.00,30.00,29.15,40.51,28.42,43.54,50.61,49.71,46.28,47.43,31.73,51.52,517.37,1015.54,1851.60,2159.64,2567.96,2711.14,4737.01,4025.34,3860.03
"Cambodia","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
"Cambodia","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
"Cambodia","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Solar",0.14,0.27,0.41,0.48,0.52,0.79,1.00,2.26,2.76,3.10,3.19,5.65,6.80,8.52,13.32,17.67,26.63,32.73,42.99,120.47,316.20
"Cambodia","Solar photovoltaic",0.14,0.27,0.41,0.48,0.52,0.79,1.00,2.26,2.76,3.10,3.19,5.65,6.80,8.52,13.32,17.67,26.63,32.73,42.99,120.47,316.20
"Cambodia","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Bioenergy",0.00,0.00,0.00,0.00,0.00,0.12,1.68,5.25,4.53,6.49,5.82,11.91,13.00,9.18,19.29,47.12,52.53,71.08,76.47,104.03,78.88
"Cambodia","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.12,1.68,5.25,4.53,6.49,5.82,11.91,13.00,9.18,19.29,41.28,46.69,65.24,70.63,98.19,73.04
"Cambodia","Bagasse",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,3.15,12.33,25.86,26.92,44.52,59.67,86.54,63.40
"Cambodia","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.12,1.68,5.25,4.53,6.49,5.82,11.91,10.42,6.03,6.96,15.41,19.77,20.72,10.97,11.65,9.64
"Cambodia","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Cambodia","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.84,5.84,5.84,5.84,5.84,5.84
"Cambodia","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China","Total renewable energy",222955.11,278132.11,288812.81,284694.16,354851.61,401113.69,442586.35,496289.94,606278.74,654484.30,780007.57,783048.98,994392.04,1086040.90,1269855.86,1381355.19,1522404.63,1648540.78,1810863.56,1986041.21,2149534.43
"China","Hydropower",222410.00,277430.00,287970.00,283680.00,353540.00,397020.00,435790.00,485260.00,585190.00,615640.00,722170.00,698950.00,872110.00,920290.00,1064340.00,1130270.00,1193370.00,1197870.00,1231790.00,1304440.00,1355210.00
"China","Renewable hydropower",219782.00,274802.00,285342.00,281052.00,350912.00,394076.64,432531.28,480558.51,579828.88,608439.28,711370.00,688050.00,862797.00,909610.00,1051150.00,1114515.00,1162589.00,1165117.00,1198890.00,1272540.00,1321710.00
"China","Pumped storage",2628.00,2628.00,2628.00,2628.00,2628.00,2943.36,3258.72,4701.49,5361.12,7200.72,10800.00,10900.00,9313.00,10680.00,13190.00,15755.00,30781.00,32753.00,32900.00,31900.00,33500.00
"China","Marine",6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50,6.50
"China","Wind",615.00,749.00,873.00,1039.00,1332.00,1600.00,2800.00,5700.00,11400.00,24900.00,49071.13,71652.81,103012.82,138558.19,160205.53,185965.14,242387.70,305015.48,366452.20,406559.69,467037.42
"China","Onshore wind energy",615.00,749.00,873.00,1039.00,1332.00,1600.00,2800.00,5697.96,11397.96,24897.88,48905.45,71328.02,102525.79,137804.52,159476.98,185171.63,239970.87,299838.06,357340.13,395047.58,452148.14
"China","Offshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,2.12,165.68,324.79,487.03,753.67,728.55,793.50,2416.83,5177.41,9112.08,11512.11,14889.28
"China","Solar",37.10,43.11,67.81,81.16,93.61,137.05,155.07,191.43,234.86,345.02,729.56,1998.76,4391.76,8798.56,23758.33,39986.65,67874.14,118266.60,178070.75,224541.52,261659.01
"China","Solar photovoltaic",37.10,43.11,67.81,81.16,93.61,137.05,155.07,191.43,234.86,345.02,729.06,1997.76,4390.76,8797.56,23750.96,39977.66,67865.16,118257.62,178061.77,224527.06,261639.07
"China","Concentrated solar power",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,7.37,8.98,8.98,8.98,8.98,14.46,19.94
"China","Bioenergy",2421.00,2438.00,2430.00,2422.00,2414.00,5200.00,7000.00,9740.00,14715.00,20700.00,18690.88,21201.41,24044.46,28924.14,34591.99,40738.41,49403.79,59991.71,67300.60,82250.00,98978.00
"China","Solid biofuels",2421.00,2438.00,2430.00,2422.00,2414.00,5200.00,7000.00,9740.00,14715.00,20700.00,18304.94,20750.40,23325.50,28009.29,32982.20,39047.89,47540.66,57567.26,64097.02,78450.00,94404.00
"China","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6059.13,6298.60,5955.54,8075.86,9845.39,11958.24,15296.21,19438.29,23264.09,30350.00,36522.00
"China","Other solid biofuels",2421.00,2438.00,2430.00,2422.00,2414.00,5200.00,7000.00,9740.00,14715.00,20700.00,12245.82,14451.80,17369.95,19933.43,23136.81,27089.66,32244.45,38128.96,40832.93,48100.00,57882.00
"China","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.93,451.01,718.96,914.85,1609.80,1690.51,1863.13,2424.45,3203.58,3800.00,4574.00
"China","Geothermal",93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,93.50,139.50,139.50,139.50,143.50,143.50,143.50,143.50,143.50,143.50,143.50,143.50
"China HK SAR","Total renewable energy",0.00,0.00,0.00,0.00,75.00,72.00,82.00,106.00,63.00,74.79,81.79,89.79,85.79,76.79,91.79,78.79,145.66,146.13,146.84,159.03,193.77
"China HK SAR","Hydropower",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,1.71,2.85,3.07,3.08,1.51
"China HK SAR","Renewable hydropower",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,1.71,2.85,3.07,3.08,1.51
"China HK SAR","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,1.13,1.04,0.99,1.03
"China HK SAR","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,1.13,1.04,0.99,1.03
"China HK SAR","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,3.00,3.00,3.00,4.00,4.35,5.90,6.46,15.70,52.24
"China HK SAR","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,3.00,3.00,3.00,4.00,4.35,5.90,6.46,15.70,52.24
"China HK SAR","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Bioenergy",0.00,0.00,0.00,0.00,75.00,72.00,82.00,106.00,63.00,73.00,80.00,86.00,82.00,72.00,86.00,72.00,138.81,136.26,136.27,139.27,139.00
"China HK SAR","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,39.00,43.00,41.00,36.00,43.00,29.00,99.22,94.96,92.92,92.40,94.68
"China HK SAR","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,39.00,43.00,41.00,36.00,43.00,29.00,99.22,94.96,92.92,92.40,94.68
"China HK SAR","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China HK SAR","Biogas",0.00,0.00,0.00,0.00,75.00,72.00,82.00,106.00,63.00,34.00,41.00,43.00,41.00,36.00,43.00,43.00,39.58,41.30,43.35,46.87,44.32
"China HK SAR","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"China Mac SAR","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chinese Taipei","Total renewable energy",5608.50,6422.50,4394.50,4831.50,5085.50,6013.00,6214.50,6743.50,6713.50,6291.00,7076.00,7389.50,9073.00,9233.00,8259.50,8783.00,11031.50,10694.50,10869.50,13436.00,13530.50
"Chinese Taipei","Hydropower",8870.00,9169.00,6360.00,6896.00,6556.00,7910.00,7999.00,8351.00,7772.00,7053.00,7255.00,6902.00,8607.00,8610.00,7439.00,7505.00,9856.00,8781.00,7853.00,8753.00,6178.00
"Chinese Taipei","Renewable hydropower",4560.00,5090.00,2779.00,3035.00,3210.00,4071.00,4088.00,4418.00,4305.00,3748.00,4194.00,4000.00,5670.00,5423.00,4318.00,4470.00,6562.00,5447.00,4482.00,5545.00,3019.00
"Chinese Taipei","Pumped storage",4310.00,4079.00,3581.00,3861.00,3346.00,3839.00,3911.00,3933.00,3467.00,3305.00,3061.00,2902.00,2937.00,3187.00,3121.00,3035.00,3294.00,3334.00,3371.00,3208.00,3159.00
"Chinese Taipei","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chinese Taipei","Wind",1.00,12.00,16.00,24.00,25.00,91.00,276.00,440.00,588.00,787.00,1026.00,1493.00,1413.00,1640.00,1500.00,1525.00,1457.00,1722.00,1707.00,1892.00,2433.00
"Chinese Taipei","Onshore wind energy",1.00,12.00,16.00,24.00,25.00,91.00,276.00,440.00,588.00,787.00,1026.00,1493.00,1413.00,1640.00,1500.00,1525.00,1457.00,1702.10,1687.90,1605.50,2100.70
"Chinese Taipei","Offshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.90,19.10,286.50,332.30
"Chinese Taipei","Solar",0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,4.00,9.00,22.00,62.00,160.00,321.00,529.00,850.00,1109.00,1667.00,2712.00,4014.00,6095.00
"Chinese Taipei","Solar photovoltaic",0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,4.00,9.00,22.00,62.00,160.00,321.00,529.00,850.00,1109.00,1667.00,2712.00,4014.00,6095.00
"Chinese Taipei","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chinese Taipei","Bioenergy",1047.50,1320.50,1599.50,1772.50,1849.50,1850.00,1849.50,1883.50,1816.50,1747.00,1834.00,1834.50,1830.00,1849.00,1912.50,1938.00,1903.50,1858.50,1968.50,1985.00,1983.50
"Chinese Taipei","Solid biofuels",1047.50,1320.50,1599.50,1772.50,1849.50,1850.00,1849.50,1883.50,1816.50,1747.00,1834.00,1834.50,1830.00,1849.00,1912.50,1902.42,1859.05,1820.99,1945.29,1968.50,1922.33
"Chinese Taipei","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chinese Taipei","Renewable municipal waste",745.50,989.50,1188.50,1378.50,1500.50,1527.00,1528.50,1581.50,1544.50,1518.00,1564.00,1598.50,1589.00,1623.00,1662.50,1692.00,1698.50,1670.50,1783.50,1815.00,1780.50
"Chinese Taipei","Other solid biofuels",302.00,331.00,411.00,394.00,349.00,323.00,321.00,302.00,272.00,229.00,270.00,236.00,241.00,226.00,250.00,210.42,160.55,150.49,161.79,153.50,141.83
"Chinese Taipei","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chinese Taipei","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.58,44.45,37.51,23.21,16.50,61.17
"Chinese Taipei","Geothermal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"India","Total renewable energy",77580.81,77789.23,76004.55,72609.13,85135.56,98787.34,119298.60,133547.03,139646.63,134719.98,140436.52,157334.03,176361.05,176245.09,199835.46,197630.87,190238.04,209261.82,237056.67,273080.79,299904.63
"India","Hydropower",74638.72,74447.11,71459.83,67069.00,77868.12,89990.10,108312.41,119382.69,122337.66,113684.25,112125.40,124673.11,133093.99,125953.39,140814.21,135511.82,130160.70,131351.16,136642.33,149543.97,164678.21
"India","Renewable hydropower",73485.37,73293.76,70306.48,65915.65,76057.77,87011.70,105041.96,114798.24,117388.26,108734.85,107176.00,119723.71,128144.59,121003.99,135864.81,130562.42,125211.30,126401.76,131692.93,144594.57,159728.81
"India","Pumped storage",1153.35,1153.35,1153.35,1153.35,1810.35,2978.40,3270.45,4584.45,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40,4949.40
"India","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"India","Wind",1318.91,1536.85,2205.77,2550.56,3923.08,5561.86,6873.69,9387.05,11835.13,14595.04,16104.03,19528.14,23069.18,24639.95,27235.37,31872.87,36273.13,47669.78,55008.66,62688.88,63522.27
"India","Onshore wind energy",1318.91,1536.85,2205.77,2550.56,3923.08,5561.86,6873.69,9387.05,11835.13,14595.04,16104.03,19528.14,23069.18,24639.95,27235.37,31872.87,36273.13,47669.78,55008.66,62688.88,63522.27
"India","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"India","Solar",1.46,7.47,9.05,10.65,10.54,15.62,12.96,34.51,37.43,46.04,65.08,309.32,974.88,1684.50,3099.70,5979.50,10182.20,18128.32,31063.80,43870.23,54666.20
"India","Solar photovoltaic",1.46,7.47,9.05,10.65,10.54,15.62,12.96,34.51,37.43,46.04,65.08,305.38,969.36,1600.14,2739.40,5619.20,9821.90,17768.02,30703.50,43509.94,54305.90
"India","Concentrated solar power",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,5.52,84.36,360.30,360.30,360.30,360.30,360.30,360.30,360.30
"India","Bioenergy",2775.07,2951.15,3483.26,4132.28,5144.17,6198.16,7369.99,9327.24,10385.81,11344.05,17091.40,17772.86,24172.41,28916.65,33635.59,29216.08,18571.41,17061.96,19291.28,21927.11,21987.36
"India","Solid biofuels",2775.07,2951.15,3483.26,4132.28,5144.17,6198.16,7369.99,9326.80,10384.47,11342.71,17090.06,17766.82,24162.69,28903.58,33619.82,29193.94,18547.68,17033.14,19259.83,21895.22,21955.47
"India","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"India","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,36.93,40.97,59.94,81.26,88.58,112.84,148.03,185.68,237.05,274.77,320.12,290.40,301.25,416.90,579.17,931.62
"India","Other solid biofuels",2775.07,2951.15,3483.26,4132.28,5144.17,6161.23,7329.02,9266.85,10303.21,11254.13,16977.21,17618.79,23977.01,28666.53,33345.05,28873.82,18257.28,16731.89,18842.93,21316.06,21023.86
"India","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"India","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.35,1.35,1.35,6.04,9.72,13.07,15.77,22.13,23.73,28.82,31.45,31.89,31.89
"India","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Total renewable energy",19599.78,22207.32,21022.08,19832.22,20991.45,22678.75,21201.99,24317.48,26377.16,26843.44,34693.40,30524.12,31191.83,35597.41,34510.40,33679.26,39708.09,43310.79,48193.74,47563.20,52556.20
"Indonesia","Hydropower",10022.74,11666.89,9944.10,9110.10,9686.76,10739.46,9635.78,11302.25,11545.66,11403.63,17489.40,12446.58,12828.49,16960.72,15199.01,13778.43,18726.20,18680.77,21637.00,21161.00,24428.00
"Indonesia","Renewable hydropower",10022.74,11666.89,9944.10,9110.10,9686.76,10739.46,9635.78,11302.25,11545.66,11403.63,17489.40,12446.58,12828.49,16960.72,15199.01,13778.43,18726.20,18680.77,21637.00,21161.00,24428.00
"Indonesia","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.30,3.70,3.63,4.70,4.60,0.66,1.18,3.70,5.70,5.70,7.70,7.70,7.70
"Indonesia","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.30,3.70,3.63,4.70,4.60,0.66,1.18,3.70,5.70,5.70,7.70,7.70,7.70
"Indonesia","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Solar",0.69,1.23,1.88,2.62,2.68,2.79,4.45,11.46,19.20,27.11,29.45,32.59,47.90,64.51,72.39,88.94,104.95,115.32,91.00,118.00,176.00
"Indonesia","Solar photovoltaic",0.69,1.23,1.88,2.62,2.68,2.79,4.45,11.46,19.20,27.11,29.45,32.59,47.90,64.51,72.39,88.94,104.95,115.32,91.00,118.00,176.00
"Indonesia","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Bioenergy",4278.35,4575.20,4702.10,4801.50,5008.01,5332.50,4903.75,5982.75,6503.00,6114.00,7813.92,8669.26,8893.84,9157.52,9199.83,9760.19,10215.24,11745.01,12439.04,12176.50,12381.50
"Indonesia","Solid biofuels",4278.35,4575.20,4702.10,4801.50,5008.01,5332.50,4903.75,5979.96,6500.21,6111.21,7805.88,8645.45,8870.03,9110.06,9149.21,9616.39,10046.63,11480.58,11855.00,11558.50,11563.50
"Indonesia","Bagasse",478.00,503.70,510.60,490.00,535.00,586.00,584.00,504.00,512.00,528.00,532.00,480.00,574.00,568.00,572.00,540.00,560.00,560.00,585.96,576.23,568.07
"Indonesia","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.45,26.50,20.50,18.00,9.50,3.00,295.00,311.00,10.50,8.50
"Indonesia","Other solid biofuels",3800.35,4071.50,4191.50,4311.50,4473.01,4746.50,4319.75,5475.96,5988.21,5583.21,7273.88,8150.00,8269.53,8521.56,8559.21,9066.89,9483.63,10625.58,10958.04,10971.77,10986.93
"Indonesia","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Indonesia","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.79,2.79,2.79,8.04,23.81,23.81,47.46,50.62,143.80,168.61,264.43,584.04,618.00,818.00
"Indonesia","Geothermal",5298.00,5964.00,6374.00,5918.00,6294.00,6604.00,6658.00,7021.00,8309.00,9295.00,9357.00,9371.00,9417.00,9414.00,10038.00,10048.00,10656.00,12764.00,14019.00,14100.00,15563.00
"Japan","Total renewable energy",96981.00,94088.00,94309.00,109409.00,109123.00,96788.00,109028.00,95473.00,98523.00,100135.00,106461.00,109837.00,103664.00,114480.00,129698.00,146098.00,151523.00,168066.00,175129.00,185549.00,197851.00
"Japan","Hydropower",96817.00,93872.00,91801.00,104137.00,103147.00,86350.00,97340.00,84234.00,83504.00,83832.00,90682.00,91709.00,83645.00,84886.00,86942.00,91270.00,85665.00,91103.00,88348.00,87653.00,87548.00
"Japan","Renewable hydropower",84048.00,81154.00,80871.00,94734.00,93423.00,76925.00,88568.00,73823.00,77172.00,78566.00,83801.00,84918.00,76529.00,79391.00,83532.00,87118.00,79484.00,83795.00,80969.00,79993.00,78807.00
"Japan","Pumped storage",12769.00,12718.00,10930.00,9403.00,9724.00,9425.00,8772.00,10411.00,6332.00,5266.00,6881.00,6791.00,7116.00,5495.00,3410.00,4152.00,6181.00,7308.00,7379.00,7660.00,8741.00
