"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Nauru","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nauru","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Total renewable energy",449.05,374.05,328.97,328.21,337.40,357.34,317.18,427.88,496.47,440.59,319.82,425.44,459.53,513.69,351.39,408.99,288.93,434.26,409.49,458.04,504.46
"New Caledon","Hydropower",441.52,366.95,320.43,323.11,325.53,339.29,288.45,390.13,460.05,398.41,264.66,375.74,397.85,456.33,289.22,340.41,231.84,361.04,317.24,284.77,305.00
"New Caledon","Renewable hydropower",441.52,366.95,320.43,323.11,325.53,339.29,288.45,390.13,460.05,398.41,264.66,375.74,397.85,456.33,289.22,340.41,231.84,361.04,317.24,284.77,305.00
"New Caledon","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Wind",7.30,6.83,8.16,4.68,11.41,17.52,28.30,36.89,35.83,41.57,51.74,45.55,57.07,52.31,57.21,61.57,45.15,45.12,45.00,56.58,48.57
"New Caledon","Onshore wind energy",7.30,6.83,8.16,4.68,11.41,17.52,28.30,36.89,35.83,41.57,51.74,45.55,57.07,52.31,57.21,61.57,45.15,45.12,45.00,56.58,48.57
"New Caledon","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Solar",0.23,0.27,0.30,0.31,0.31,0.33,0.34,0.85,0.58,0.62,3.43,4.15,4.61,4.67,4.54,6.63,11.36,27.68,46.66,116.12,150.50
"New Caledon","Solar photovoltaic",0.23,0.27,0.30,0.31,0.31,0.33,0.34,0.85,0.58,0.62,3.43,4.15,4.61,4.67,4.54,6.63,11.36,27.68,46.66,116.12,150.50
"New Caledon","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Bioenergy",0.00,0.00,0.08,0.12,0.15,0.21,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.41,0.39,0.58,0.42,0.58,0.58,0.40
"New Caledon","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Liquid biofuels",0.00,0.00,0.08,0.12,0.15,0.21,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.41,0.39,0.58,0.42,0.58,0.58,0.40
"New Caledon","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Caledon","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Total renewable energy",28328.00,25379.00,28421.00,27071.00,31024.00,27780.00,28300.00,28866.00,28340.00,31324.00,33027.00,34062.00,32222.00,32695.00,34975.00,35959.00,37347.00,36388.59,37388.09,37031.36,35818.53
"New Zealand","Hydropower",24433.00,21679.00,24870.00,23620.00,27237.00,23325.00,23571.00,23638.00,22346.00,24215.00,24724.00,25108.00,22894.00,23027.00,24316.00,24528.00,25933.00,25173.00,26252.00,25596.00,24266.00
"New Zealand","Renewable hydropower",24433.00,21679.00,24870.00,23620.00,27237.00,23325.00,23571.00,23638.00,22346.00,24215.00,24724.00,25108.00,22894.00,23027.00,24316.00,24528.00,25933.00,25173.00,26252.00,25596.00,24266.00
"New Zealand","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Marine",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"New Zealand","Wind",120.00,139.00,155.00,147.00,362.00,614.00,622.00,930.00,1058.00,1476.00,1637.00,1957.00,2079.00,2022.00,2211.00,2364.00,2341.00,2091.00,2068.00,2255.00,2305.00
"New Zealand","Onshore wind energy",120.00,139.00,155.00,147.00,362.00,614.00,622.00,930.00,1058.00,1476.00,1637.00,1957.00,2079.00,2022.00,2211.00,2364.00,2341.00,2091.00,2068.00,2255.00,2305.00
"New Zealand","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,4.00,4.00,4.00,5.00,7.00,18.00,37.00,57.00,77.00,100.00,128.00,160.00
"New Zealand","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,4.00,4.00,4.00,5.00,7.00,18.00,37.00,57.00,77.00,100.00,128.00,160.00
"New Zealand","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Bioenergy",853.00,723.00,582.00,554.00,636.00,682.00,739.00,740.00,729.00,764.00,770.00,756.00,796.00,803.00,803.00,816.00,814.00,801.59,774.86,791.00,783.71
"New Zealand","Solid biofuels",744.00,615.00,442.00,375.00,437.00,478.00,506.00,515.00,513.00,534.00,537.00,522.00,570.00,586.00,559.00,555.00,531.00,519.02,495.17,505.44,491.72
"New Zealand","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Other solid biofuels",744.00,615.00,442.00,375.00,437.00,478.00,506.00,515.00,513.00,534.00,537.00,522.00,570.00,586.00,559.00,555.00,531.00,519.02,495.17,505.44,491.72
"New Zealand","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New Zealand","Biogas",109.00,108.00,140.00,179.00,199.00,204.00,233.00,225.00,216.00,230.00,233.00,234.00,226.00,217.00,244.00,261.00,283.00,282.58,279.69,285.56,291.99
"New Zealand","Geothermal",2922.00,2838.00,2814.00,2750.00,2789.00,3159.00,3368.00,3555.00,4204.00,4865.00,5892.00,6237.00,6448.00,6836.00,7627.00,8214.00,8202.00,8246.00,8193.23,8261.37,8303.82
"Niue","Total renewable energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.47,0.47,0.47,0.47,0.47,0.47,0.47
"Niue","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.47,0.47,0.47,0.47,0.47,0.47,0.47
"Niue","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.47,0.47,0.47,0.47,0.47,0.47,0.47
"Niue","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Niue","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Norfolk Is","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nth Mariana Is","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Total renewable energy",0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.38,0.38,0.39,0.77,0.89,1.00,1.22,1.22,1.72,1.72,2.25,2.34,2.34
"Palau","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Solar",0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.38,0.38,0.39,0.77,0.89,1.00,1.22,1.22,1.72,1.72,2.25,2.34,2.34
"Palau","Solar photovoltaic",0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.04,0.38,0.38,0.39,0.77,0.89,1.00,1.22,1.22,1.72,1.72,2.25,2.34,2.34
"Palau","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Palau","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Total renewable energy",764.75,764.92,764.51,815.37,811.75,872.28,879.11,1100.83,1183.12,1234.00,1195.94,1311.87,1326.47,1408.44,1319.81,1261.19,1220.54,1203.99,1225.84,1263.03,1263.18
"Papua N Guin","Hydropower",751.78,751.78,751.78,752.41,752.41,752.41,757.95,799.70,797.16,819.33,776.18,890.55,898.75,974.04,884.16,822.68,779.85,761.89,782.61,821.30,821.30
"Papua N Guin","Renewable hydropower",751.78,751.78,751.78,752.41,752.41,752.41,757.95,799.70,797.16,819.33,776.18,890.55,898.75,974.04,884.16,822.68,779.85,761.89,782.61,821.30,821.30
"Papua N Guin","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Solar",0.00,0.46,0.46,0.46,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1.27,1.78,1.73,1.39,3.91,3.91
"Papua N Guin","Solar photovoltaic",0.00,0.46,0.46,0.46,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1.27,1.78,1.73,1.39,3.91,3.91
"Papua N Guin","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Bioenergy",12.97,12.69,12.27,12.50,8.85,9.38,10.68,11.69,11.94,14.17,19.27,20.83,27.23,33.91,35.16,37.24,38.91,40.37,41.84,37.82,37.98
"Papua N Guin","Solid biofuels",12.97,12.69,12.27,12.50,8.85,9.38,10.68,11.69,11.94,14.17,19.27,20.83,15.48,9.84,10.21,10.81,11.30,11.72,12.15,10.98,11.03
"Papua N Guin","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Other solid biofuels",12.97,12.69,12.27,12.50,8.85,9.38,10.68,11.69,11.94,14.17,19.27,20.83,15.48,9.84,10.21,10.81,11.30,11.72,12.15,10.98,11.03
"Papua N Guin","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Papua N Guin","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.75,24.06,24.95,26.43,27.61,28.65,29.69,26.84,26.95
"Papua N Guin","Geothermal",0.00,0.00,0.00,50.00,50.00,110.00,110.00,288.96,373.53,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00
"Pitcairn","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Pitcairn","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Total renewable energy",47.64,52.07,52.76,51.13,54.87,56.70,50.55,51.82,45.01,44.18,40.50,30.99,34.59,32.10,33.36,40.77,46.46,55.43,68.53,72.97,65.44
"Samoa","Hydropower",43.26,47.69,48.38,46.75,50.49,52.32,50.54,51.82,45.00,44.17,39.87,30.92,34.58,31.18,30.44,32.70,30.46,34.62,46.00,49.18,41.37
"Samoa","Renewable hydropower",43.26,47.69,48.38,46.75,50.49,52.32,50.54,51.82,45.00,44.17,39.87,30.92,34.58,31.18,30.44,32.70,30.46,34.62,46.00,49.18,41.37
"Samoa","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.23,0.22,0.14,0.18,0.22,0.22
"Samoa","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.23,0.22,0.14,0.18,0.22,0.22
"Samoa","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Solar",0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,2.29,7.84,15.78,20.66,22.36,23.57,23.86
"Samoa","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,2.29,7.84,15.78,20.66,22.36,23.57,23.86
"Samoa","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Bioenergy",4.38,4.38,4.38,4.38,4.38,4.38,0.00,0.00,0.00,0.00,0.62,0.06,0.00,0.78,0.54,0.00,0.00,0.00,0.00,0.00,0.00
"Samoa","Solid biofuels",4.38,4.38,4.38,4.38,4.38,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Samoa","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Samoa","Other solid biofuels",4.38,4.38,4.38,4.38,4.38,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Samoa","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.06,0.00,0.78,0.54,0.00,0.00,0.00,0.00,0.00,0.00
"Samoa","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Samoa","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Total renewable energy",0.82,0.82,0.89,0.89,0.97,0.97,1.49,2.59,3.13,3.46,2.74,4.29,4.29,4.53,5.77,6.33,7.27,7.81,7.48,8.06,8.06
"Solomon Is","Hydropower",0.82,0.82,0.89,0.89,0.97,0.97,0.97,0.97,0.97,0.97,0.50,0.50,0.50,0.50,0.50,0.50,0.89,0.89,0.89,0.89,0.89
"Solomon Is","Renewable hydropower",0.82,0.82,0.89,0.89,0.97,0.97,0.97,0.97,0.97,0.97,0.50,0.50,0.50,0.50,0.50,0.50,0.89,0.89,0.89,0.89,0.89
"Solomon Is","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,1.08,1.08,1.48,1.52,2.12,3.22,2.90,3.48,3.48
"Solomon Is","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08,1.08,1.08,1.48,1.52,2.12,3.22,2.90,3.48,3.48
"Solomon Is","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Bioenergy",0.00,0.00,0.00,0.00,0.00,0.00,0.52,1.62,2.16,2.49,2.24,2.72,2.72,2.95,3.80,4.31,4.25,3.70,3.70,3.70,3.70
"Solomon Is","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.52,1.62,2.16,2.49,2.24,2.72,2.72,2.95,3.21,2.95,3.15,2.76,2.76,2.76,2.76
"Solomon Is","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.52,1.62,2.16,2.49,2.24,2.72,2.72,2.95,3.21,2.95,3.15,2.76,2.76,2.76,2.76
"Solomon Is","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,1.36,1.10,0.94,0.94,0.94,0.94
"Solomon Is","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Solomon Is","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Total renewable energy",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,1.08,1.12,1.12,1.12,1.23,1.23,1.23,1.23
"Tokelau","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
